Species	A-0-2	A-0-3	A-0-4	A-0-5	A-3-2	A-3-3	A-3-4	A-3-5	A-4-2	A-4-3	A-4-4	A-4-5	A-5-2	A-5-3	A-5-4	A-5-5	A-6-2	A-6-3	A-6-4	A-6-5	B-0-1	B-0-2	B-0-3	B-0-5	B-3-1	B-3-2	B-3-3	B-3-5	B-4-1	B-4-2	B-4-3	B-4-5	B-5-1	B-5-2	B-5-3	B-5-5	B-6-1	B-6-2	B-6-3	B-6-5
species261	0	0.014652015	0.002040816	0	0.002666667	0	0.009059391	0	0	0.002770083	0.005914737	0	0	0.039530305	0	0	0.011474779	0.002770083	0.011829474	0	0.038731032	0.009070823	0.01173749	0.005333333	0.006433087	0.002770083	0.012288466	0.003144654	0.006289308	0.005914737	0.011454903	0.002770083	0	0.006289308	0.005540166	0.003663004	0.006289308	0.002770083	0.005540166	0
species262	0.018181818	0	0	0.003030303	0	0	0	0	0	0	0	0	0	0.003030303	0	0	0	0	0	0.006060606	0	0	0.018181818	0.003030303	0	0	0	0	0	0	0	0	0	0	0	0	0.003030303	0.003030303	0.006060606	0
species263	0	0.004273504	0.004273504	0	0	0	0	0.004273504	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008547009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species264	0	0	0	0	0	0	0	0.004329004	0	0	0	0	0	0	0	0.004219409	0	0.008438819	0	0	0.012987013	0.004329004	0	0.008658009	0.004329004	0	0	0	0	0	0.004329004	0	0	0	0	0	0	0	0	0
species265	0.027680832	0.025948311	0.025550323	0.027027571	0.051824911	0.045504042	0.044984648	0.041435019	0.041320324	0.02378906	0.041344659	0.082014382	0.060707009	0.04921459	0.029177704	0.052343774	0.040946882	0.058995476	0.058995672	0.035691486	0.070023056	0.037528066	0.029158255	0.037431226	0.051510242	0.033765757	0.061414318	0.078180856	0.017052316	0.041186409	0.064841486	0.029102339	0.032131319	0.063280806	0.053660814	0.032011274	0.031458016	0.048795915	0.05027289	0.015943899
species266	0.009420522	0.014013615	0.009085414	0.00532277	0.064195012	0.078725389	0.077792802	0.094768481	0.082395537	0.086905075	0.0495255	0.061326542	0.041519065	0.056109121	0.089861742	0.071325993	0.043685769	0.046235109	0.054267854	0.053628452	0.020248298	0.023349038	0.010816817	0.022238073	0.047344697	0.034471238	0.047835075	0.033816597	0.027010706	0.045425362	0.027532601	0.044450505	0.028952147	0.056255211	0.062174059	0.031484467	0.016955733	0.0221787	0.025273476	0.028271437
species267	0	0.003030303	0.006060606	0.003030303	0.003618048	0.012861597	0.00561008	0.001626016	0.008496097	0.009228128	0.004878049	0.001992032	0.006504065	0.009228128	0.015732193	0.006870081	0.007602112	0.006870081	0.010488129	0.001992032	0.009090909	0.003030303	0.003030303	0	0.006504065	0.009756098	0.011382114	0.012485301	0.005249205	0.008496097	0.006504065	0.001626016	0.005244064	0.010859285	0.014838208	0.007236096	0.003623188	0.012490441	0.005244064	0.018461397
species268	0.007246377	0.013043478	0.001449275	0.014492754	0.004347826	0.007246377	0.011594203	0	0.001449275	0.008695652	0.002898551	0	0.011594203	0.002898551	0.002898551	0.020289855	0.001449275	0.004347826	0	0.004347826	0.020289855	0.011594203	0.015942029	0.007246377	0.004347826	0.001449275	0.002898551	0.004347826	0.008695652	0.004347826	0	0.001449275	0	0.002898551	0.005797101	0.005797101	0.004347826	0.001449275	0.004347826	0.001449275
species269	0.00591716	0.023668639	0.015779093	0.02787032	0.039777772	0.036898216	0.067083263	0.075942739	0.066928305	0.037238125	0.069343508	0.049919243	0.046185397	0.062475188	0.018448499	0.06273033	0.031332731	0.037355431	0.049979214	0.033336119	0.032031993	0.016036	0.023668639	0.034097354	0.041469847	0.026794683	0.049219878	0.043908285	0.057570686	0.0283341	0.076994241	0.03660629	0.072137009	0.048242798	0.071185073	0.053776714	0.035509351	0.04794581	0.055186911	0.053306782
species270	0	0	0	0	0.008791209	0.017582418	0.006593407	0.004395604	0	0	0.004395604	0.004704068	0.00690187	0.024484288	0.017582418	0	0.010989011	0.008791209	0.002197802	0	0	0	0	0	0.00690187	0	0	0	0	0.011914401	0	0.004395604	0.004704068	0.006593407	0.002197802	0	0	0	0.002506266	0.004704068
species271	0	0.007380074	0.003690037	0	0	0.011940299	0.005970149	0.005970149	0.005970149	0.002985075	0.002985075	0	0.026865672	0.020895522	0.005970149	0.002985075	0.014925373	0.005970149	0.014925373	0.002985075	0	0	0.003690037	0.007380074	0.002985075	0.002985075	0.008955224	0.002985075	0.002985075	0.002985075	0.005970149	0.005970149	0.008955224	0.002985075	0.002985075	0.002985075	0	0.008955224	0.005970149	0.005970149
species272	0	0.010380623	0	0.003460208	0	0	0	0	0	0	0	0	0	0.009375	0.00625	0.00625	0	0	0	0	0	0	0	0	0	0	0.003125	0.003125	0	0	0	0	0	0	0.003125	0	0	0	0.003125	0
species273	0.009118541	0.004559271	0	0.010638298	0	0	0	0	0	0	0.001519757	0	0	0.001519757	0	0.003039514	0.001519757	0	0	0.003039514	0.004559271	0.006079027	0.007598784	0.007598784	0	0	0.001519757	0	0	0	0	0	0	0	0	0	0.004559271	0.004559271	0.001519757	0.003039514
species274	0.00317965	0.009538951	0	0.004769475	0.014308426	0.020667727	0.038155803	0.030206677	0.007949126	0.019077901	0.017488076	0.025437202	0.0063593	0.0063593	0.017488076	0.011128776	0.009538951	0.017488076	0.009538951	0.011128776	0.007949126	0.011128776	0.001589825	0.0063593	0.017488076	0.007949126	0.015898251	0.007949126	0.011128776	0.007949126	0.015898251	0.0063593	0.007949126	0.004769475	0.014308426	0.0063593	0.014308426	0.009538951	0.012718601	0.001589825
species275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003095975	0	0	0	0.00619195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species276	0	0	0	0	0	0	0.008810573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004405286	0	0	0.008810573	0	0	0.004405286	0	0	0
species277	0	0	0.002785515	0.003436426	0.011792972	0.002785515	0.006221941	0.009007457	0.011142061	0	0.002785515	0	0.005571031	0.012443883	0.009925558	0.005917816	0	0.022977693	0.006221941	0.006221941	0	0	0	0	0.002785515	0	0.005917816	0.007748294	0.010229684	0.00248139	0.00248139	0.003436426	0	0.005917816	0	0.005266905	0	0	0	0.003436426
species278	0	0.003584229	0.003584229	0.003584229	0.003584229	0	0	0	0	0	0	0.003584229	0	0	0	0	0	0	0	0	0	0	0	0.003584229	0.003584229	0	0	0.014336918	0	0	0	0	0	0	0	0	0	0	0	0
species279	0.005464481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005464481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species280	0.011538462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species281	0.009460654	0.005128205	0.007161804	0.009460654	0.049690539	0.018921309	0.052696729	0.019186561	0.034571176	0.042970822	0.022546419	0.019186561	0.044562334	0.02714412	0.042440318	0.02484527	0.016357206	0.019451813	0.019451813	0.029177719	0.021750663	0.011759505	0.012024757	0.009460654	0.014588859	0.019186561	0.024314766	0.032007073	0.014323607	0.026083112	0.036074271	0.009460654	0.028912467	0.014588859	0.029708223	0.017152962	0.023253758	0.012024757	0.007427056	0.015119363
species282	0	0.003883495	0.005825243	0	0.00479889	0.006740638	0	0.00479889	0.005825243	0	0.003883495	0.014507628	0.010624133	0.013592233	0.005825243	0.009708738	0.010624133	0.003883495	0.003883495	0.003883495	0.00776699	0.003883495	0	0.003883495	0	0.005825243	0.001941748	0.003883495	0.001941748	0.011539528	0.001941748	0.001941748	0	0.00776699	0.00479889	0.006740638	0.002857143	0	0.005714286	0
species283	0.065789474	0.052631579	0.030701754	0.052631579	0.004385965	0	0	0	0	0.004385965	0	0	0.00877193	0	0	0.00877193	0	0.021929825	0	0	0.035087719	0.021929825	0.01754386	0.052631579	0.00877193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species284	0.016021505	0.033799283	0.016953405	0.004444444	0	0.015122691	0	0.017921147	0	0.010752688	0	0.003846154	0.003584229	0	0	0	0.007168459	0.003584229	0	0.003846154	0.012165296	0.009139785	0.003921569	0.007843137	0.003584229	0.003584229	0	0.007168459	0.007168459	0	0.003584229	0	0.003584229	0	0	0	0	0.003584229	0.007168459	0
species285	0	0	0.002116402	0.002116402	0.031746032	0.02010582	0.032804233	0.030687831	0.014814815	0.027513228	0.027513228	0.027513228	0.023280423	0.022222222	0.016931217	0.022222222	0.013756614	0.015873016	0.013756614	0.02010582	0.014814815	0.006349206	0.007407407	0.007407407	0.025396825	0.014814815	0.016931217	0.013756614	0.012698413	0.008465608	0.013756614	0.00952381	0.017989418	0.017989418	0.00952381	0.014814815	0.011640212	0.008465608	0.008465608	0.014814815
species286	0.008849558	0	0.008849558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005899705	0.002949853	0	0.002949853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005291005	0	0	0.005291005	0	0	0	0	0.005291005
species288	0	0	0.002717391	0	0.036519296	0.044344249	0.041937122	0.03626881	0.019142793	0.028956122	0.014837347	0.007482634	0.041189343	0.051944265	0.010032228	0.052227932	0.034803282	0.048495351	0.059827792	0.031991166	0	0	0	0	0.064535348	0.020811554	0.047731391	0.053842825	0.028234342	0.053731146	0.0057986	0.031318461	0.026754692	0.041024241	0.056219947	0.038187474	0.045324293	0.02642997	0.031834085	0.02166736
species289	0.001851852	0.009555556	0.005555556	0.008	0	0	0	0	0	0	0	0	0	0.004	0	0.003703704	0	0	0.004	0	0.018518519	0.009851852	0.001851852	0.009555556	0	0.001851852	0	0	0	0	0	0	0.003703704	0	0	0	0	0	0	0
species290	0.012442641	0.002949853	0.012693812	0.006472492	0.021868456	0.021868456	0.037208062	0.028284589	0.034527046	0.036748424	0.035963159	0.034757081	0.047358881	0.070989078	0.048447663	0.096024874	0.034184294	0.050325857	0.050938311	0.031941647	0.015930058	0.009206395	0.012944984	0.015894836	0.023018175	0.024818309	0.014536784	0.012159718	0.014610699	0.040292333	0.03822293	0.037285689	0.024167894	0.011374453	0.03893428	0.022653722	0.003236246	0.039047862	0.025698758	0.013825433
species291	0.004975124	0.003144654	0.003144654	0.009433962	0	0.01025641	0.007633588	0	0.005128205	0.014014484	0.003816794	0.003816794	0	0	0.01025641	0	0.002564103	0	0	0	0.009950249	0.007462687	0.010607341	0.004975124	0.01025641	0.002564103	0.005128205	0.003816794	0.01019769	0.005128205	0.002564103	0.006380896	0	0.007692308	0.016578587	0	0.014073204	0.002564103	0	0.015267176
species292	0	0.003278689	0.013114754	0.003278689	0.07083989	0.151747904	0.129975943	0.130694536	0.136177421	0.099016863	0.117071363	0.107175846	0.066178584	0.172401625	0.059079267	0.106535205	0.124732431	0.10879427	0.149488479	0.139073035	0.003278689	0.003278689	0.003278689	0	0.128963614	0.076569961	0.118440934	0.110129059	0.089839259	0.091109928	0.091392981	0.093363759	0.094431082	0.087460803	0.138209788	0.095490139	0.088886055	0.092951212	0.120880237	0.080480117
species293	0	0	0	0	0	0	0	0	0.004016064	0	0	0	0.004016064	0	0	0	0	0	0	0	0	0	0	0	0.004016064	0	0	0.004016064	0	0	0	0	0	0.004016064	0.004016064	0	0.004016064	0	0.004016064	0
species294	0.025478055	0.045767976	0.031717152	0.058507084	0	0.009360806	0.006359441	0.005649718	0	0.007955394	0.004512005	0.00212917	0.003534582	0	0.010109889	0.004258339	0.004422303	0.010429421	0.007018423	0.000709723	0.057869911	0.028299617	0.016533041	0.043088299	0.00798072	0.008196587	0.003040726	0.01146456	0.015049884	0.000709723	0.000709723	0.005649718	0.003802281	0.009895114	0.010337138	0.00212917	0.001419446	0.003534582	0.006802556	0.002717391
species295	0	0	0	0.003021148	0	0.002320186	0.001160093	0.001160093	0.003021148	0.001160093	0.001160093	0.003480278	0.006960557	0.003480278	0	0.00812065	0	0.001160093	0.001160093	0.001160093	0.003021148	0	0.009420674	0	0.002320186	0	0.001160093	0.001160093	0.001160093	0.003480278	0.002320186	0	0.002320186	0	0	0	0.001160093	0.00812065	0.002320186	0
species296	0	0	0	0	0	0	0.003571429	0.006818182	0	0	0	0	0.019480519	0	0	0	0.00974026	0	0	0.003246753	0	0	0	0	0	0.003246753	0.00974026	0.007142857	0	0	0	0	0	0	0.006818182	0	0	0.003571429	0.003246753	0
species297	0.030402831	0.00766368	0.012940725	0.012688837	0	0	0	0	0.002638522	0	0.002638522	0	0	0.005263158	0	0.005263158	0	0	0	0	0.040201258	0.002386635	0.00766368	0.005025157	0.002386635	0	0	0	0	0	0	0	0.005277045	0	0	0	0	0	0	0
species298	0.10930462	0.120795911	0.098399751	0.10133916	0.020628163	0.006306993	0.024008481	0	0.016125252	0.026455839	0.007774315	0.021378472	0.014204181	0.049012327	0.001992032	0.011628198	0.045933947	0.062066574	0.005319076	0.023924396	0.068513897	0.044310797	0.027638402	0.040821821	0.014440322	0.004111311	0.015679045	0.023120641	0.006878972	0.006739927	0.025163626	0.009303847	0.006878972	0.01989717	0.024066175	0.008564731	0.002242152	0.005655036	0.019939993	0.007326007
species299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004132231	0	0	0.004132231	0	0	0	0	0	0.004132231	0	0	0	0	0	0	0.004132231	0	0	0
species300	0.072949732	0.043934033	0.025748324	0.029950477	0.018304006	0.006802721	0.011633639	0.012655848	0.014087948	0.006802721	0.008851024	0.018224421	0.007246377	0.008798729	0.029426506	0.028994953	0.003401361	0.025419018	0.014627651	0.023622142	0.126842663	0.055680795	0.047202998	0.066397533	0.030041367	0.005409471	0.011422052	0.02352407	0.003401361	0.020811437	0.006998483	0.013493555	0.012289044	0.012212192	0.035818861	0.00782493	0.003401361	0.003401361	0.014220302	0.019119503
species301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01065449	0.00608828	0.00913242	0.00761035	0	0	0	0	0	0	0.00152207	0	0	0	0	0	0	0	0	0
species302	0	0.003861004	0.003861004	0	0	0	0.014170282	0	0	0.003436426	0	0	0.003436426	0	0	0	0	0.003436426	0	0.003436426	0	0	0	0	0	0.003861004	0.003861004	0	0.003436426	0	0	0	0	0	0	0	0	0	0.003436426	0
species303	0	0.011037528	0	0.004415011	0.024282561	0.01986755	0.052980132	0.033112583	0.013245033	0.033112583	0.026490066	0.030905077	0.026490066	0.015452539	0.022075055	0.028697572	0.013245033	0.017660044	0.022075055	0.011037528	0.006622517	0.013245033	0.004415011	0.011037528	0.006622517	0.006622517	0.008830022	0.015452539	0.006622517	0.017660044	0.011037528	0.002207506	0.006622517	0.011037528	0.024282561	0.008830022	0.011037528	0.008830022	0.01986755	0.011037528
species304	0	0.002906977	0	0	0.005813953	0	0.005813953	0.002906977	0.001453488	0	0.004360465	0.001453488	0.004360465	0	0.002906977	0.001453488	0.001453488	0.002906977	0	0.002906977	0.001453488	0	0	0.004360465	0.002906977	0.005813953	0.001453488	0.002906977	0.005813953	0.002906977	0.007267442	0.002906977	0.007267442	0.005813953	0.002906977	0.007267442	0.00872093	0.002906977	0.002906977	0.007267442
species305	0	0	0.008377017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021460015	0	0	0.00862069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species306	0.004624432	0	0	0.01971004	0.01433776	0.027544818	0.006152415	0.019728579	0.030278054	0.005833032	0.015773347	0.015874626	0.066461318	0.022438823	0.058052444	0.033628648	0.016570177	0.029582934	0.021898332	0.007786157	0	0	0.00390625	0.001926782	0.006205489	0	0.014704295	0.013974963	0.027402073	0.007901895	0.004252364	0.009127594	0.030735037	0.020329971	0.024365994	0.002325581	0.009349755	0.024339263	0.013266052	0.004651163
species307	0.004115226	0.008230453	0.008230453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species308	0.012638231	0.014347926	0.017377567	0.012638231	0.001579779	0	0.003159558	0	0	0	0	0	0.001579779	0	0	0	0	0	0.001579779	0	0.028565935	0.015797788	0.014218009	0.014347926	0	0	0	0	0.001579779	0.001579779	0	0.004739336	0	0	0.001579779	0	0	0	0.001579779	0
species309	0	0	0	0	0	0	0	0	0	0.005540166	0	0.005540166	0.002770083	0	0.002770083	0	0	0.002770083	0.002770083	0	0	0	0	0	0	0	0	0.002770083	0	0.005540166	0	0.002770083	0.005540166	0	0.005540166	0	0	0	0	0
species310	0	0	0	0	0.011128912	0.02170355	0.020341555	0.0118624	0.031507583	0.01155073	0.009839098	0.008080132	0.005161711	0.005276187	0.013733079	0.014622306	0.008080132	0.018578973	0.018427381	0.024568969	0	0.005804298	0.007520258	0	0.013195221	0	0.015575784	0.023985521	0.024861459	0.010859717	0.012573625	0.008257114	0.02015663	0.010062702	0.018984907	0.00812519	0.019469764	0	0	0.010859717
species311	0.003546099	0.003546099	0	0	0	0	0.003355705	0	0.003355705	0.010638298	0.003355705	0	0.003355705	0	0.003546099	0.006711409	0.003355705	0.003355705	0.003355705	0	0.007092199	0.007092199	0.007092199	0.010638298	0.003355705	0	0.003355705	0	0.003355705	0.003355705	0.003355705	0.006711409	0.006711409	0.003355705	0.003355705	0	0	0	0	0
species312	0.00625	0	0.009375	0	0	0	0	0	0	0	0	0	0	0.003125	0	0	0	0	0	0	0.00625	0	0	0.003125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species313	0.016298323	0	0.00969758	0.003891051	0.014045726	0.018057161	0.042875092	0.034089608	0.021043851	0.007195939	0.019622832	0.02363426	0.008209102	0.028490934	0.024501893	0.027583695	0.016508695	0.015980214	0.023244362	0.033333636	0.023566097	0.01132084	0.003891051	0.012688735	0.012044551	0.008591444	0.009489917	0.034786413	0.010766647	0.021345318	0.008812814	0.020485965	0.007117438	0.033015547	0.022307171	0.010676157	0.027660366	0.0271828	0.020771708	0.013048636
species314	0	0.003134796	0	0	0.006269592	0	0	0	0	0	0	0	0.006269592	0.006269592	0.006269592	0	0	0	0	0	0.003134796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003134796	0	0.003134796	0
species315	0.003460208	0.003460208	0.008073818	0.005618063	0.028835063	0.019607843	0.033299724	0.032295271	0.01384083	0.012687428	0.021765699	0.029541618	0.023068051	0.01384083	0.028537165	0.029541618	0.039475393	0.013691881	0.023923555	0.018454441	0.010380623	0.006920415	0.005767013	0.012687428	0.017152089	0.018156542	0.00922722	0.00922722	0.014696334	0.015998686	0.023068051	0.014845284	0.023068051	0.010380623	0.020612296	0.023923555	0.014994233	0.010380623	0.00922722	0.013691881
species316	0.008654296	0.01080191	0.010151255	0.011062732	0.062598056	0.048000837	0.037868737	0.05513645	0.037393729	0.042207802	0.050862788	0.041623167	0.046069979	0.043444629	0.069972997	0.056806099	0.010062893	0.020453246	0.017937523	0.030365404	0.020670232	0.016701385	0.013056812	0.01179895	0.031928383	0.025811534	0.048327449	0.030192326	0.021103901	0.023619624	0.033641868	0.023229791	0.02047497	0.010691824	0.043098402	0.037200878	0.015572535	0.017786169	0.016830397	0.018132554
species317	0.005067568	0.002680965	0	0.00536193	0.006756757	0.003123909	0.004813099	0.001689189	0.012750107	0.011315386	0.006796651	0.003378378	0.012561631	0.014505289	0.023539961	0.003378378	0.0128161	0.006059344	0.008445946	0.007494064	0.008042895	0	0.01241305	0.008042895	0.008191477	0.008445946	0.006756757	0.013259045	0.009880666	0.016194479	0.008191477	0.006059344	0.005067568	0.008191477	0.010872442	0.013513514	0	0.006756757	0.003123909	0.005067568
species318	0	0	0	0	0	0	0	0.012606307	0	0	0.014563107	0.004854369	0	0	0.004854369	0	0	0.003875969	0	0.013584707	0	0	0	0	0.007751938	0.004854369	0	0	0.004854369	0.004854369	0	0	0.003875969	0.009708738	0.003875969	0	0.004854369	0.003875969	0	0
species319	0.01804499	0.017259969	0.005333333	0.014947768	0.014429959	0.021644939	0.046414877	0.029939928	0.050619888	0.012384969	0.045334867	0.014429959	0.027664877	0.046644939	0.054709867	0.008179959	0.009259969	0.043404908	0.016474949	0.024654908	0.020679959	0.012739434	0.00721498	0.011822768	0.00516999	0.00721498	0.006134969	0.030904908	0.031984918	0.045449898	0.022724949	0.020679959	0.020564928	0.019599949	0.020564928	0.035109918	0.037154908	0.012384969	0.015509969	0.00408998
species320	0	0	0	0	0	0.003558719	0.003558719	0	0	0.003558719	0.007117438	0	0.003558719	0.003558719	0	0.007117438	0	0	0.003558719	0	0	0.003731343	0	0	0.003558719	0	0.014234875	0.014580124	0	0	0.007117438	0	0.003558719	0	0.003558719	0.003558719	0.007117438	0.010676157	0	0.003558719
species321	0.002409639	0.002409639	0.002409639	0	0.002409639	0	0.002409639	0	0.004819277	0.004819277	0.002409639	0.002409639	0.004819277	0.009638554	0	0.004819277	0.002409639	0.002409639	0	0.007228916	0	0.002409639	0	0	0.002409639	0.007228916	0.004819277	0	0.002409639	0.004819277	0	0	0.004819277	0.004819277	0.002409639	0.004819277	0	0	0	0.014457831
species322	0	0	0	0	0.002040816	0.002040816	0.002040816	0	0.002040816	0	0	0	0	0	0	0.004081633	0.002040816	0	0.002040816	0	0.012244898	0	0	0	0	0.002040816	0.002040816	0	0.002040816	0	0	0	0	0	0	0	0	0	0	0
species323	0	0.007874016	0.003937008	0.007874016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species324	0.002702703	0.002702703	0.002702703	0.010810811	0	0	0	0	0.005899705	0	0	0.002702703	0.005899705	0.008108108	0	0.008108108	0.002702703	0.002949853	0.005899705	0	0.005405405	0	0	0.002702703	0	0	0	0	0.005405405	0	0	0	0	0	0	0.002702703	0	0	0	0
species325	0.000866551	0.001733102	0.002599653	0.002599653	0.00308642	0.012803079	0.008510638	0.006250977	0.01566651	0.025316456	0.015588373	0.00617284	0.003748396	0.008792168	0.006329114	0.003748396	0.009512084	0.009921235	0.006912952	0	0.009745229	0.00579266	0.018000942	0.001733102	0.010475582	0.009337396	0.00617284	0.030827024	0.009132821	0.008226743	0.010428159	0.008792168	0.00308642	0.000866551	0.008714031	0.007807953	0.012345679	0.01338814	0.006834815	0.019541344
species326	0	0.006493506	0	0.021279081	0	0	0	0	0.003597122	0.001798561	0	0	0.003597122	0.005395683	0.008992806	0.012589928	0.007194245	0	0.012589928	0.012589928	0	0	0	0	0	0.005395683	0.003597122	0	0.001798561	0	0	0.001798561	0	0.003597122	0.003597122	0	0.001798561	0.001798561	0	0.001798561
species327	0	0	0	0	0.003816794	0	0	0	0	0	0	0	0	0	0	0.004597701	0	0.004597701	0	0	0.003816794	0	0.002298851	0	0	0.002298851	0	0	0	0.006115644	0.004597701	0	0.004597701	0.002298851	0.004597701	0	0	0	0	0
species328	0.008230453	0	0.008444231	0.008230453	0.004115226	0	0	0	0	0.008230453	0	0	0	0.004115226	0	0.008230453	0	0	0	0	0.008230453	0.012345679	0.004115226	0.016460905	0.004115226	0.004115226	0	0.012345679	0	0.004115226	0.004115226	0	0	0.004115226	0	0.004115226	0	0	0	0
species329	0	0	0.010309278	0	0	0.003076923	0.006153846	0.003076923	0	0	0	0.003076923	0.006153846	0	0	0	0	0.009230769	0.003076923	0	0.006872852	0	0.003436426	0.013745704	0.003076923	0	0.003076923	0	0.006153846	0.003076923	0	0	0	0	0	0	0	0.006153846	0.006153846	0.003436426
species330	0.01119403	0	0	0.003731343	0.01119403	0.003731343	0.019900498	0.012437811	0.008706468	0.008706468	0.006218905	0.01119403	0.02238806	0.034825871	0.004975124	0.007462687	0.012437811	0.003731343	0.003731343	0.012437811	0.006218905	0.009950249	0	0	0.002487562	0	0.002487562	0.01119403	0.004975124	0.012437811	0.016169154	0.003731343	0.002487562	0.013681592	0.01119403	0.004975124	0	0.006218905	0.006218905	0.001243781
species331	0.011012101	0.013270908	0.009937575	0.006098191	0.01106648	0.013840268	0.017697446	0.010647218	0.00473505	0.020548208	0.02567734	0.00143472	0.009179495	0.026683868	0.017255042	0.014742214	0.020659954	0.016928735	0.017856521	0.023526697	0.006666667	0.006098191	0.003333333	0.002222222	0.015170405	0.015137402	0.009755134	0.017466905	0.008644023	0.011368714	0.006202774	0.01960592	0.021696788	0.017637494	0.02075291	0.02532601	0.010506934	0.028352935	0.027043179	0.006849992
species332	0.014754453	0.018707023	0	0.003952569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019234934	0	0.006849315	0.010273973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
species333	0.005952381	0.014880952	0.00297619	0.00297619	0	0.009950249	0.002487562	0	0.007462687	0.009950249	0.002487562	0	0.007462687	0.002487562	0	0.007462687	0.007462687	0.012437811	0	0.002487562	0	0	0	0	0	0.002487562	0	0	0	0	0	0	0	0.004975124	0	0	0.004975124	0	0	0.002487562
species334	0.003436426	0.006872852	0	0	0	0	0.003436426	0.003436426	0	0.003436426	0	0	0	0.003436426	0.013745704	0	0.003436426	0.003436426	0	0	0.003436426	0.003436426	0.003436426	0	0	0	0.003436426	0	0	0	0	0.003436426	0	0	0.010309278	0	0.003436426	0	0	0
species335	0.023701406	0.035616212	0.009226634	0.008581472	0	0	0	0.003205128	0	0	0	0.003205128	0	0	0.006666667	0	0	0	0	0.016025641	0.014086022	0.002688172	0.012559967	0.018709677	0	0	0	0.009615385	0	0	0	0.003205128	0	0.003205128	0	0	0.003205128	0.003205128	0	0.003205128
species336	0.006935613	0.007936508	0.001984127	0	0.017857143	0.010676234	0.020596869	0.018840375	0.018612742	0.024792756	0.018595079	0.007936508	0.011904762	0.012887994	0.012660361	0.034012829	0.012660361	0.015873016	0.006935613	0.023809524	0.012887994	0.009902972	0.006935613	0.011659466	0.015873016	0.010903867	0.015873016	0.013643593	0.003968254	0.00670798	0.025548355	0.003968254	0.013888889	0.015873016	0.030517504	0.021352468	0.003968254	0.013888889	0.005952381	0.009920635
species337	0	0	0	0	0	0	0.002739726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008219178	0.008219178	0	0.005479452	0	0	0	0	0	0	0	0	0	0	0	0
species338	0.00805153	0.00805153	0.004838735	0.009661836	0.004854369	0.012944984	0.009708738	0.009708738	0.012944984	0.008082798	0.004846552	0.001618123	0.014539656	0.017799353	0.014563107	0.016149962	0.009700921	0.006472492	0.004854369	0.01618123	0.025772712	0.006449041	0	0.012882448	0.009708738	0.006472492	0.001618123	0.012944984	0.006472492	0.006472492	0.009708738	0	0.012944984	0.021027782	0.009708738	0.009708738	0.003236246	0.012944984	0.008090615	0.009708738
species339	0	0.000768049	0.000768049	0.000768049	0.006144393	0.006912442	0.012288786	0.006912442	0.006912442	0.011520737	0.001536098	0.002304147	0.010752688	0.005376344	0.00921659	0.006144393	0.005376344	0.008448541	0.003840246	0.004608295	0.006144393	0.002304147	0.000768049	0.000768049	0.005376344	0.004608295	0.002304147	0.005376344	0.003072197	0.005376344	0.003840246	0.003072197	0.006144393	0.001536098	0.006912442	0.003072197	0.006144393	0.001536098	0.002304147	0.003840246
